	id	date	country	segment	sex	pangolin_lineage	variant
228	hCoV-19/England/CAMC-B78141/2020	2020-11-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
229	hCoV-19/England/CAMC-B77DA8/2020	2020-11-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
230	hCoV-19/England/CAMC-B78017/2020	2020-11-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
231	hCoV-19/England/CAMC-B7B023/2020	2020-11-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
232	hCoV-19/England/CAMC-B7B7F1/2020	2020-11-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
233	hCoV-19/England/CAMC-B7BCA7/2020	2020-11-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
234	hCoV-19/England/CAMC-B7B7A6/2020	2020-11-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
235	hCoV-19/England/CAMC-B7B7C4/2020	2020-11-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
236	hCoV-19/England/CAMC-B7917D/2020	2020-11-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
237	hCoV-19/England/CAMC-B7ACD5/2020	2020-11-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
238	hCoV-19/England/CAMC-B7922F/2020	2020-11-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
239	hCoV-19/England/CAMC-B7AFEB/2020	2020-11-12	United Kingdom	genome	unknown	B.1.1.7	Alpha
